agency,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus,logrent
adl immobilier,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,745,CC,43.0,338.65,579.0,200.0,46.0,59.14,3,1,0,0,0,0,1,2,1,0,1.0,1,0,0,0,0,1,individual_gas,0,0,0,9.0,0,0,1,0,0,0,0,0,0,0,0,6.61472560020376
cabinet molieres,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,888,CC,133.0,819.0,755.0,184.5,13.0,63.0,3,0,0,1,0,0,0,2,0,1,1.0,0,1,0,0,0,0,collective_gas,0,1,0,11.0,0,0,1,1,1,1,0,0,0,0,0,6.790097235513905
keller williams  advance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,734,CC,73.0,661.0,661.0,187.0,8.0,53.19,3,0,0,0,23,1,0,2,0,1,1.0,0,0,0,0,0,0,individual,1,0,1,2.0,0,0,0,1,1,0,0,0,0,0,0,6.5998704992128365
sarl agestis,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,643,CC,60.0,595.0,591.0,165.0,7.0,65.5,3,1,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,6.467698726104354
keller williams  advance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,874,CC,74.0,800.0,800.0,104.0,4.0,77.26,3,1,0,0,32,1,1,2,1,0,1.0,0,1,1,0,0,1,individual_electrical,2,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,6.774223886357614
appart a toulouse,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,870,CC,50.0,442.0,630.0,184.5,13.0,34.7,1,1,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,central,0,0,0,16.0,1,0,1,0,0,1,0,0,0,0,0,6.769641976852503
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,490,CC,0.0,0.0,605.0,139.0,11.0,34.0,1,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.19644412779452
cabinet dalas,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,644,CC,60.0,559.5,563.735,38.0,9.0,62.33,3,1,0,0,0,0,0,2,1,0,1.0,1,0,0,0,0,1,individual,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.4692503167957724
agis immobilier,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1250,CC,1.0,1056.0,2200.0,202.0,13.0,47.0,2,1,0,1,23,0,0,1,1,0,1.0,1,0,1,1,0,1,individual_electrical,0,0,0,2.0,1,1,0,1,0,0,0,0,0,0,0,7.1316985104669115
sogem,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,684,CC,90.0,0.0,594.07,222.0,10.0,63.0,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.529418838262226
orpi st cyprien,sector2,TOULOUSE RIVE GAUCHE,n2_2,Croix de Pierre - Route d'Espagne,460,CC,68.5,658.97,648.0,330.0,17.0,18.0,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,individual,0,0,0,3.0,1,0,0,0,0,0,0,0,0,1,0,6.133398042996649
abs capitole immo gestion,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,578,CC,67.5,579.84,650.0,63.0,13.0,47.65,2,0,0,0,0,0,0,1,1,1,1.0,0,0,1,0,0,1,individual,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.361302477572996
sng extensia,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,530,CC,50.0,442.0,630.0,50.0,5.0,40.51,2,1,0,1,0,1,0,0,0,1,1.0,0,0,0,0,0,1,individual_gas,1,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,6.274762021241939
pure gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,555,CC,60.0,430.9,495.0,184.5,13.0,43.09,2,1,0,0,21,1,0,1,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.320768294250582
arroyo immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,434,CC,45.0,346.45,525.0,337.0,15.0,21.0,1,1,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.075346031088684
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,686,CC,100.0,687.9,586.0,160.0,5.0,68.79,3,1,0,1,0,0,0,2,1,1,1.0,1,0,1,0,0,0,individual_electrical,0,0,0,1.0,0,0,1,1,1,0,0,0,0,0,0,6.532334292222349
credit agricole immobilier,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,518,CC,50.0,572.91,468.0,203.0,8.0,44.07,2,0,0,0,0,1,0,1,1,0,1.0,1,0,0,0,0,0,individual_gas,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,6.251903883165888
louer1appart com,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,575,CC,45.0,575.0,530.0,184.5,13.0,44.12,2,0,0,1,0,1,0,1,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,6.3561076606958915
soprim,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,834,CC,75.0,576.61,580.0,111.0,41.0,89.0,4,0,0,0,0,0,0,3,1,0,1.0,1,1,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.727431724850855
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,670,CC,110.0,611.6,560.0,161.5,11.0,45.2,2,1,0,1,0,1,0,1,1,0,1.0,1,0,1,0,0,0,individual_electrical,0,1,0,4.0,0,0,1,1,0,1,0,0,0,0,0,6.508769136971682
societe de gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,750,CC,100.0,737.84,650.0,40.0,10.0,68.78,3,1,0,1,30,0,0,2,1,0,1.0,0,1,0,0,0,1,central,2,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,6.621405651764134
None,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,525,CC,0.0,242.7,473.33,227.0,7.0,18.67,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,4.0,1,0,0,0,0,0,0,0,1,0,1,6.26530121273771
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,583,CC,60.0,519.73,580.0,35.0,8.0,40.0,2,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,0,individual,1,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.369900982828227
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1269,CC,114.0,1081.08,630.0,184.5,13.0,106.0,4,1,0,0,0,1,0,1,1,0,1.0,1,1,1,0,0,1,individual,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,7.146772179452637
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,599,CC,66.0,630.5,533.0,153.0,4.0,48.5,2,1,0,1,0,1,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.396929655216146
cabinet dalas,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,507,CC,75.0,576.61,580.0,41.0,9.0,42.0,2,0,0,0,0,0,0,1,1,0,1.0,0,0,1,0,0,0,individual,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,1,6.230481447578482
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,523,CC,48.0,406.12,508.98,328.0,17.0,31.24,1,1,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,6.261491684321042
capitole gestion,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,608,CC,100.0,457.51,508.35,161.5,11.0,44.98,2,1,0,0,0,0,0,1,1,0,1.0,1,1,0,0,0,1,collective_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.411818267709897
pure gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,737,CC,30.0,736.9,707.0,55.0,55.0,73.69,4,1,0,1,26,0,0,3,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.6039438246004725
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,760,CC,130.0,750.0,630.0,59.0,11.0,62.25,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,1,0,1,collective_gas,1,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.634633357861686
faivre immobilier,sector2,TOULOUSE RIVE GAUCHE,n2_2,Croix de Pierre - Route d'Espagne,738,CC,90.0,427.68,648.0,323.5,18.0,77.0,3,0,0,1,0,0,0,2,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,6.6052979209482015
cigec,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,490,CC,60.0,275.08,430.0,202.0,10.0,21.16,1,1,0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,1,central,1,1,0,3.0,1,0,1,1,0,0,1,0,1,0,1,6.19644412779452
cabinet l'immeuble,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1087,CC,107.0,1300.0,980.0,203.0,47.0,100.0,5,0,0,0,0,0,0,4,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,6.992096427415888
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,743,CC,80.17,508.5,662.83,416.0,25.0,56.5,3,0,0,1,24,1,1,2,0,1,1.0,1,0,1,0,0,0,individual_electrical,1,0,0,2.0,0,0,0,1,1,0,0,0,0,0,0,6.612041034833092
l'union immobilier,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,560,CC,55.0,560.0,490.0,226.0,11.0,50.0,2,1,0,1,20,0,0,1,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,1,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.329720905522696
societe de gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,960,CC,100.0,927.6,860.0,31.0,7.0,86.56,4,1,0,1,36,0,0,3,1,0,1.0,0,0,2,1,0,1,individual,2,0,1,2.0,0,0,0,0,0,0,1,0,0,0,0,6.8679744089702925
None,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,435,CC,35.0,325.0,400.0,217.0,11.0,25.0,1,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.077642243349034
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,450,CC,65.0,339.69,385.0,319.0,15.0,26.13,1,1,0,0,0,1,0,0,1,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,6.0,0,0,0,0,0,0,0,0,1,0,0,6.111467339502679
adl immobilier,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,700,CC,55.0,494.0,609.77,53.0,12.0,69.23,3,0,0,1,0,1,1,2,1,0,1.0,0,1,1,0,0,0,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.55250788703459
sogem,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,430,CC,60.0,538.98,610.0,204.0,47.0,21.57,1,1,0,0,0,1,0,0,0,1,1.0,0,0,0,1,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.066108090103747
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,670,CC,70.0,465.0,600.0,147.0,12.0,51.0,2,1,0,1,0,0,0,1,1,0,1.0,0,0,0,1,0,1,individual_electrical,1,0,0,2.0,0,0,0,1,0,0,0,0,1,0,0,6.508769136971682
soprim,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,799,CC,67.5,579.84,650.0,173.0,7.0,71.0,3,0,0,1,22,0,0,3,1,0,1.0,1,1,0,1,0,0,individual_electrical,1,0,0,3.0,0,0,0,0,0,0,0,0,0,1,1,6.684611727667927
None,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,600,CC,60.0,507.78,540.0,63.0,13.0,39.0,2,1,0,1,0,1,1,1,1,0,1.0,0,0,1,0,0,0,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.398594934535208
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,565,CC,80.0,632.84,485.0,71.0,17.0,48.68,2,0,0,1,0,1,0,2,1,0,1.0,0,1,0,0,0,0,collective_gas,0,0,1,3.0,0,0,1,1,1,0,1,0,0,0,0,6.338594078203183
sng extensia,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,550,CC,50.0,442.0,630.0,50.0,5.0,45.07,2,1,0,0,0,1,0,1,0,1,1.0,0,0,1,0,0,1,individual_gas,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,6.311734809152915
elyade gerance,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,731,CC,95.0,731.0,636.0,42.0,10.0,61.66,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,1,0,1,collective_gas,0,0,0,1.0,0,0,1,1,0,0,1,0,0,1,1,6.595780513961311
credit agricole immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,588,CC,97.0,505.83,491.0,70.0,13.0,38.91,2,0,0,0,0,0,0,1,1,0,1.0,1,1,0,0,0,0,individual_electrical,1,0,0,2.0,0,0,0,1,0,0,0,0,1,0,1,6.3784261836515865
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,510,CC,50.0,441.0,460.0,155.5,11.0,37.36,2,0,0,1,20,1,1,1,0,1,1.0,0,1,0,1,0,1,individual_gas,1,0,0,2.0,0,0,1,0,1,1,0,0,1,0,1,6.236369590203704
cabinet du midi,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,482,CC,40.0,370.99,370.99,268.0,13.0,31.54,1,1,0,1,20,1,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,1,0,3.0,0,0,1,1,0,1,0,0,0,0,0,6.180016653652572
eurim,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,2880,CC,180.0,2340.0,2700.0,184.5,13.0,180.0,4,1,0,0,0,0,0,3,1,0,2.0,1,0,0,1,0,0,individual_gas,0,0,0,3.0,0,0,0,1,1,1,0,0,0,0,0,7.9658927350845286
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,500,CC,30.0,403.0,470.0,184.5,13.0,31.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.2166061010848646
agence mateille,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,530,CC,45.0,559.0,485.0,50.0,9.0,43.03,2,0,0,1,0,0,1,1,0,1,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,6.274762021241939
None,sector2,TOULOUSE RIVE GAUCHE,n2_4,Casselardit - Fontaine-Bayonne - Cartoucherie,720,CC,0.0,0.0,623.0,167.0,6.0,45.0,2,1,0,1,0,0,1,1,1,0,1.0,1,1,0,0,0,1,individual_electrical,0,0,1,2.0,1,0,1,0,0,0,0,0,0,1,0,6.580639137284949
None,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,760,CC,0.0,0.0,591.0,206.5,12.0,75.0,3,0,0,0,0,0,0,2,1,0,1.0,0,1,0,0,0,1,gas,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,6.634633357861686
None,sector1,TOULOUSE CENTRE,n1_3,Les Chalets/Bayard/Belfort  Saint-Aubin/Dupuy,1075,CC,75.0,900.0,1000.0,277.0,18.0,60.0,3,1,0,0,0,0,0,2,0,1,1.0,0,2,0,1,0,1,individual_gas,0,0,0,4.0,0,0,1,0,0,1,0,0,0,0,0,6.98100574072173
plateforme de l'immobilier gestion,sector1,TOULOUSE CENTRE,n1_3,Les Chalets/Bayard/Belfort  Saint-Aubin/Dupuy,1850,CC,115.0,2340.0,1735.0,277.0,18.0,180.0,4,1,0,1,0,0,0,4,0,1,1.0,0,0,1,0,1,0,individual_gas,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,7.523481312573497
ofi gestion,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1650,CC,250.0,1105.0,1600.0,184.5,13.0,85.0,3,0,0,1,0,0,0,2,0,0,1.0,0,1,0,0,0,0,central,2,0,0,8.0,0,0,1,0,0,1,0,1,0,0,0,7.409136443920128
agis immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,410,CC,20.0,328.0,390.0,313.0,16.0,20.0,1,1,0,0,0,1,0,0,0,1,1.0,0,1,0,1,0,1,individual_electrical,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,6.018593214496234
agence du taur,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,990,CC,30.0,864.0,1920.0,184.5,13.0,45.0,3,1,0,0,0,1,0,2,0,1,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,6.898714534329988
capitole gestion,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,510,CC,50.0,414.33,460.37,54.0,13.0,44.75,2,1,0,1,0,0,0,1,0,1,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.236369590203704
grand sud immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,658,CC,50.0,0.0,1216.0,241.0,11.0,34.0,2,1,0,0,0,1,0,1,1,0,1.0,1,0,0,0,0,1,individual_electrical,1,0,0,3.0,1,0,1,0,0,0,0,0,0,0,0,6.490723534502507
arc immo transaction,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,515,CC,60.0,250.0,455.0,183.0,15.0,22.0,1,0,0,1,16,0,0,0,1,0,1.0,0,0,0,0,0,0,gas,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.246106765481563
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,765,CC,0.0,0.0,566.5,226.0,53.0,62.48,3,1,0,1,0,0,0,2,1,0,1.0,1,2,0,0,0,1,collective_gas,1,1,0,3.0,0,0,1,1,0,0,1,0,1,0,0,6.641182169740591
soprim,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,817,CC,70.0,624.9,605.0,116.0,4.0,81.0,4,0,0,1,24,0,0,3,1,0,1.0,1,1,1,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.706862336602747
tagerim gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,715,CC,60.0,559.5,563.735,39.0,9.0,66.74,3,1,0,1,66,1,0,2,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,6.573680166960646
adl immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,720,CC,75.0,576.61,580.0,41.0,9.0,56.93,3,0,0,1,0,0,1,2,1,0,1.0,0,0,1,0,0,0,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.580639137284949
le club de l'immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,300,CC,50.0,442.0,630.0,184.5,13.0,44.12,1,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,5.707110264748875
le club de l'immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,420,CC,50.0,442.0,630.0,184.5,13.0,44.12,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,6.042632833682381
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,693,CC,67.0,488.0,626.0,155.5,11.0,61.0,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,6.542471960506805
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,754,CC,0.0,0.0,630.0,39.0,9.0,63.2,3,1,0,1,0,0,0,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,6.626717749249025
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,784,CC,0.0,0.0,630.0,40.0,9.0,64.0,3,1,0,0,0,0,0,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,0,0,0,8.0,0,0,1,0,0,0,0,0,0,0,0,6.665683717782408
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,530,CC,0.0,0.0,630.0,197.0,7.0,42.0,2,0,0,0,0,1,0,1,0,1,1.0,1,1,0,0,0,1,individual_electrical,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,6.274762021241939
ofi gestion,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,440,CC,33.0,221.0,407.0,273.0,13.0,17.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,1,0,0,0,0,0,0,0,6.089044875446846
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,850,CC,0.0,0.0,591.0,59.0,10.0,110.0,3,0,0,0,0,0,0,2,0,0,1.0,0,0,0,1,1,0,individual_gas,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.7464121285733745
None,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,690,CC,90.0,150.0,650.0,63.0,13.0,60.0,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,1,0,1,individual_gas,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,6.53813982376767
loft one,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,408,CC,50.0,225.16,382.0,338.0,338.0,17.0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.013715156042802
le club de l'immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,380,CC,50.0,442.0,630.0,184.5,13.0,44.12,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,5.942799375126701
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,632,CC,0.0,0.0,630.0,184.5,13.0,70.0,3,0,0,0,0,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.450470422144176
le club de l'immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,430,CC,50.0,442.0,630.0,184.5,13.0,44.12,1,0,0,0,0,1,0,0,0,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,6.066108090103747
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,490,CC,40.0,438.12,475.0,41.0,10.0,41.72,2,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,individual,1,0,0,4.0,0,0,1,0,0,1,0,0,0,0,0,6.19644412779452
point sud immobilier,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,668,CC,60.0,617.89,548.0,63.0,13.0,47.53,2,0,0,1,0,1,1,1,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,2.0,0,0,1,1,0,0,0,1,0,0,0,6.505784060128229
sogem,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,616,CC,67.0,556.0,549.0,139.0,5.0,65.0,3,0,0,1,0,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.424869023905388
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,465,CC,30.0,442.0,435.0,180.0,15.0,34.0,2,0,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,gas,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,6.144185634125646
1pact immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,765,CC,40.0,507.0,725.0,184.5,13.0,40.0,2,0,0,0,25,1,1,1,0,1,1.0,0,0,0,0,0,0,gas,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.641182169740591
