link,agency,postal_code,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,construction_year,bldg_flr_nb,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,orientation,view,caretaker,reduced_mobility,metro,tram,bus
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154602707.htm,immo de france midi-pyrenees,,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,468,CC,,,,120.0,30.0,25.0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,individual_electrical,0,0,0,1980.0,,,0,0,0,0,0,,0,0,0,1,1,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/155769091.htm,orpi saint georges,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,690,CC,,,,,,42.0,2,1,0,1,0,0,0,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,,,2.0,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155675657.htm,immosky,31200,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,650,CC,,,,128.0,4.0,31.0,1,0,0,0,0,1,1,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,,,2.0,1,0,1,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/154602633.htm,immo de france midi-pyrenees,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,820,CC,,,,102.0,3.0,71.0,3,1,0,0,0,1,0,2,1,0,,0,0,1,0,0,1,individual_electrical,0,0,0,,1.0,1.0,0,0,1,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647655.htm,,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,625,CC,60.0,518.67,565.0,189.0,8.0,47.0,2,0,0,1,22,0,0,1,0,1,1.0,0,1,0,0,0,1,individual_electrical,1,0,0,2008.0,4.0,1.0,0,0,1,1,0,north,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154525077.htm,le service immobilier,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,420,CC,35.0,277.81,385.0,215.0,10.0,21.37,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,,3.0,3.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/155675659.htm,immosky,31200,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,600,CC,,,,165.0,38.0,34.0,1,0,0,0,0,1,1,0,1,0,1.0,0,0,0,0,0,1,individual_gas,1,0,0,,,2.0,1,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/152787689.htm,,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,577,CC,43.0,490.57,517.0,264.0,11.0,39.0,2,0,0,0,18,1,0,1,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,1993.0,3.0,1.0,0,0,1,1,0,west,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/153951297.htm,amplitude immobilier,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,700,CC,,,,,,60.83,3,1,0,0,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual,0,0,0,,,2.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155099093.htm,immosky,31200,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,837,CC,,,,50.0,11.0,77.0,4,0,0,1,0,0,0,3,1,0,1.0,0,0,1,0,0,1,individual_gas,0,0,0,2014.0,2.0,2.0,0,0,0,0,1,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/155281701.htm,,,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,703,CC,43.0,606.18,660.32,241.0,12.0,50.0,2,0,0,0,20,1,1,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,1994.0,6.0,1.0,0,0,1,1,0,south_west,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/151723303.htm,cabinet claude sanchez,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,677,CC,,,,20.0,5.0,57.0,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,,,6.0,0,0,1,1,1,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/152605673.htm,soprim,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,692,CC,,,,174.0,7.0,65.0,3,0,0,1,36,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,2010.0,3.0,1.0,0,0,1,0,0,south_west,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/152735771.htm,square habitat,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,759,CC,60.0,821.64,699.0,144.0,7.0,65.77,3,0,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,0,0,0,2009.0,,1.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/152746759.htm,cabinet claude sanchez,,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,451,CC,,,,277.0,12.0,25.0,1,1,0,0,14,0,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,,,4.0,0,0,1,1,0,,1,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/144280887.htm,elyade gerance,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,670,CC,70.0,670.0,600.0,136.0,5.0,54.81,3,1,0,1,0,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,0,1901.0,,3.0,0,0,0,1,0,,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/146595021.htm,sogem,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,680,CC,90.0,0.0,590.0,147.0,5.0,61.65,3,1,0,1,0,0,0,2,1,0,,0,0,1,0,0,1,individual_electrical,1,0,0,2002.0,,1.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/149425457.htm,elyade gerance,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,674,CC,140.0,674.0,534.0,46.0,11.0,57.42,3,1,0,1,0,0,0,2,1,1,1.0,1,1,0,0,0,1,collective_gas,1,0,0,1901.0,,,0,0,0,1,0,,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/149860003.htm,adl immobilier,,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,780,CC,,,,140.0,32.0,73.15,3,1,0,1,0,0,0,2,0,1,1.0,1,1,0,0,0,1,collective_gas,1,0,0,,9.0,1.0,0,0,1,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/151928441.htm,soprim,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,888,CC,,,,53.0,12.0,74.0,3,1,1,1,30,0,0,2,1,1,1.0,0,0,1,0,0,1,collective_gas,1,0,0,2013.0,3.0,,0,0,0,0,0,south,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-cyprien/152095109.htm,sogem,,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,890,CC,90.0,900.0,800.0,,,80.0,3,1,0,1,0,0,0,2,0,1,,0,1,0,0,0,1,individual_gas,1,0,0,1974.0,,5.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/152340851.htm,pure gestion locative,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,580,CC,130.0,405.0,450.0,35.0,8.0,40.7,2,1,0,1,18,0,0,1,0,1,1.0,1,1,0,0,0,1,collective_gas,0,0,0,2015.0,,3.0,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/purpan-saint-martin-du-touch/153043883.htm,elyade gerance,,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,540,CC,50.0,512.59,490.0,,,39.43,2,1,0,0,0,1,0,1,1,1,1.0,0,0,0,0,0,0,individual_gas,1,0,0,1901.0,,1.0,0,0,1,0,0,,0,1,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/153270225.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,505,CC,70.0,432.22,,74.0,14.0,33.25,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,individual,0,0,0,2019.0,,1.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/154039375.htm,,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,547,CC,50.0,591.5,497.0,63.0,14.0,45.5,2,1,0,1,0,1,0,3,0,1,1.0,1,0,1,0,0,0,gas,0,0,0,2018.0,3.0,,0,0,1,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/154115051.htm,adl immobilier,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,345,CC,,,,665.0,41.0,11.92,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,individual_electrical,0,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154115069.htm,sng extensia,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,654,CC,,,,49.0,11.0,64.75,3,1,0,1,29,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,,,1.0,0,0,1,0,0,est,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-bayonne-cartoucherie/154420495.htm,,,sector2,TOULOUSE RIVE GAUCHE,n2_4,Casselardit - Fontaine-Bayonne - Cartoucherie,715,CC,40.0,605.0,,128.0,30.0,55.0,3,0,0,0,0,0,1,2,1,0,,1,0,0,0,0,0,,0,0,0,,,5.0,0,1,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154428041.htm,sng extensia,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,525,CC,,,,,,43.5,2,0,0,1,23,1,0,1,1,0,,0,1,0,0,0,1,individual_gas,1,0,0,,,3.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154462475.htm,sporting immobilier,31200,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,568,CC,,,,40.0,9.0,44.0,2,1,0,1,0,0,0,1,0,1,1.0,0,1,1,0,0,1,gas,0,0,0,2013.0,3.0,1.0,0,0,1,0,1,south_west,0,0,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/mirail-reynerie-bellefontaine/154602757.htm,immo de france midi-pyrenees,,sector6,TOULOUSE OUEST,n6_3,Mirail- Université - Reynerie - Bellefontaine,580,CC,,,,165.0,7.0,51.0,2,0,0,1,0,1,1,1,1,1,1.0,0,0,1,0,0,0,individual_electrical,0,0,0,2012.0,3.0,3.0,0,0,1,0,0,,0,0,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/154804421.htm,auditia transaction - agent commercial,,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,553,CC,,,,,,43.01,2,0,0,1,0,1,0,1,1,0,,0,0,1,0,0,1,gas,1,0,0,,,1.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154810535.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,645,CC,72.0,839.02,573.0,245.0,57.0,64.54,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,1969.0,3.0,3.0,0,0,0,1,0,,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154810547.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,666,CC,108.0,703.3,558.0,139.0,19.0,54.1,3,0,0,1,0,0,0,2,1,0,1.0,1,1,1,0,0,1,central,0,0,0,2011.0,5.0,1.0,0,0,1,0,0,south,0,0,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154810563.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,720,CC,70.0,500.0,650.0,191.0,44.0,66.74,4,0,0,1,0,0,0,3,1,1,1.0,1,1,0,0,0,1,individual_gas,0,0,0,1970.0,5.0,3.0,0,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647657.htm,,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,580,+CH,,441.84,526.0,,,42.41,2,0,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,individual_gas,1,1,0,2020.0,,2.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155682607.htm,,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,810,CC,90.0,819.0,720.0,304.0,15.0,63.0,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,individual_electrical,0,0,1,2003.0,,2.0,0,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155736701.htm,capitole gestion,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,660,CC,60.0,540.0,600.0,62.0,12.0,60.35,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,2020.0,,,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155806387.htm,,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,786,CC,75.0,597.24,711.0,138.0,4.0,71.0,3,1,0,1,0,0,1,2,1,0,1.0,1,5,0,0,0,1,individual_electrical,1,0,0,,,5.0,0,0,1,0,1,south,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155838051.htm,nestenn by solvimo,31200,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,870,CC,146.0,0.0,724.0,146.0,6.0,80.74,4,1,0,1,0,0,1,3,1,1,1.0,0,0,1,0,0,1,individual_electrical,2,0,0,2011.0,3.0,3.0,0,0,1,1,1,south,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/155864533.htm,l'agence blue,31400,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,980,CC,95.0,649.0,885.0,,,82.0,4,0,0,0,0,0,0,3,1,0,,1,1,0,0,0,0,individual_gas,0,0,0,,,1.0,0,0,1,1,1,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/147136937.htm,canavate immobilier,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1220,CC,,,,188.0,28.0,45.0,2,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,collective_gas,0,0,0,,,2.0,0,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/147829395.htm,,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,779,CC,72.0,898.93,707.0,222.0,11.0,69.15,3,1,0,1,0,0,0,2,0,0,,0,0,1,0,0,1,individual_electrical,1,0,0,2011.0,,,0,0,0,0,1,,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/153270225.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,505,CC,70.0,432.22,,74.0,14.0,33.25,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,individual,0,0,0,2019.0,,1.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/153428863.htm,,,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,675,CC,65.0,586.0,610.0,,,61.71,3,1,0,1,24,1,1,2,1,0,1.0,1,0,1,1,0,1,individual_gas,1,0,0,2019.0,1.0,,0,1,0,0,1,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/153428933.htm,sng extensia,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,520,CC,,,,50.0,5.0,40.05,2,0,0,1,0,1,0,1,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,,,1.0,0,0,1,0,0,north,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/153446903.htm,saint-pierre immobilier,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,680,CC,70.0,670.0,610.0,114.0,4.0,56.0,3,1,0,1,27,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,2,0,0,2008.0,4.0,1.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/153555051.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,960,CC,,,,156.0,5.0,55.0,3,0,1,0,26,0,1,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1900.0,1.0,1.0,1,1,0,1,0,west,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154568533.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,700,CC,75.0,700.0,625.0,49.0,8.0,63.0,3,1,1,1,0,0,1,2,1,0,2.0,1,0,1,1,0,1,individual_gas,1,0,0,2019.0,2.0,2.0,0,0,0,1,0,,1,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154602701.htm,immo de france midi-pyrenees,,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,553,CC,,,,135.0,31.0,34.0,2,1,0,0,0,1,0,1,0,1,1.0,0,1,0,0,0,0,collective_gas,0,1,0,1975.0,5.0,5.0,0,0,1,0,0,,0,0,0,0,0,1
