link,agency,sector_no,sector_name,nbhd_no,nbhd_name,charges,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus,rental_price,rental_price_pred,pct_change,category
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154602707.htm,immo de france midi-pyrenees,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,CC,456.0,592.0,120.0,30.0,25.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,467.9999999999995,465.405,0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/155769091.htm,orpi saint georges,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,CC,440.0,633.0,188.0,13.0,42.0,2,1,0,1,0,0,0,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,690.0000000000002,575.7913,0.2,Overvalued
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155675657.htm,immosky,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,CC,538.2,566.0,128.0,4.0,31.0,1,0,0,0,0,1,1,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,2.0,1,0,1,1,0,0,0,0,0,0,0,649.9999999999992,609.7642,0.07,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/154602633.htm,immo de france midi-pyrenees,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,CC,538.2,566.0,102.0,3.0,71.0,3,1,0,0,0,1,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,819.9999999999997,787.0281,0.04,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647655.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,CC,518.67,565.0,189.0,8.0,47.0,2,0,0,1,22,0,0,1,0,1,1.0,0,1,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,624.9999999999999,604.826,0.03,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154525077.htm,le service immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,CC,277.81,385.0,215.0,10.0,21.37,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,419.9999999999999,418.13568,0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/155675659.htm,immosky,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,576.61,580.0,165.0,38.0,34.0,1,0,0,0,0,1,1,0,1,0,1.0,0,0,0,0,0,1,individual_gas,1,0,0,2.0,1,0,0,1,0,0,0,0,0,0,0,599.9999999999994,633.1958,-0.05,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/152787689.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,CC,490.57,517.0,264.0,11.0,39.0,2,0,0,0,18,1,0,1,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,577.0000000000001,536.31726,0.08,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/153951297.htm,amplitude immobilier,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,CC,507.78,576.5,161.5,11.0,60.83,3,1,0,0,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,700.0,703.5058,-0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155099093.htm,immosky,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,559.5,563.735,50.0,11.0,77.0,4,0,0,1,0,0,0,3,1,0,1.0,0,0,1,0,0,1,individual_gas,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,836.9999999999991,793.5507,0.05,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/155281701.htm,None,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,CC,606.18,660.32,241.0,12.0,50.0,2,0,0,0,20,1,1,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,1.0,0,0,1,1,0,0,0,0,1,0,0,703.0000000000005,705.6466,-0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/151723303.htm,cabinet claude sanchez,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,576.61,580.0,20.0,5.0,57.0,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,6.0,0,0,1,1,1,0,0,0,1,0,1,676.9999999999992,660.85443,0.02,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/152605673.htm,soprim,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,576.61,580.0,174.0,7.0,65.0,3,0,0,1,36,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,691.9999999999994,709.50885,-0.02,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/152735771.htm,square habitat,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,CC,821.64,699.0,144.0,7.0,65.77,3,0,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,759.0000000000001,715.18286,0.06,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/152746759.htm,cabinet claude sanchez,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,CC,333.325,579.0,277.0,12.0,25.0,1,1,0,0,14,0,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,4.0,0,0,1,1,0,1,0,0,0,0,0,451.00000000000017,455.4775,-0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/144280887.htm,elyade gerance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,670.0,600.0,136.0,5.0,54.81,3,1,0,1,0,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,0,3.0,0,0,0,1,0,0,1,0,1,0,0,670.0000000000001,675.42456,-0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/146595021.htm,sogem,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,0.0,590.0,147.0,5.0,61.65,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,680.0000000000003,674.3223,0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/149425457.htm,elyade gerance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,674.0,534.0,46.0,11.0,57.42,3,1,0,1,0,0,0,2,1,1,1.0,1,1,0,0,0,1,collective_gas,1,0,0,2.0,0,0,0,1,0,0,1,0,1,0,0,674.0000000000002,675.83044,-0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/149860003.htm,adl immobilier,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,CC,400.39,505.0,140.0,32.0,73.15,3,1,0,1,0,0,0,2,0,1,1.0,1,1,0,0,0,1,collective_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,780.0000000000001,842.7843,-0.07,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/151928441.htm,soprim,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,CC,538.2,566.0,53.0,12.0,74.0,3,1,1,1,30,0,0,2,1,1,1.0,0,0,1,0,0,1,collective_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,888.0000000000009,820.5181,0.08,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-cyprien/152095109.htm,sogem,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,CC,900.0,800.0,206.5,12.0,80.0,3,1,0,1,0,0,0,2,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,5.0,0,0,1,0,0,0,0,0,0,0,0,889.9999999999989,947.1726,-0.06,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/152340851.htm,pure gestion locative,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,405.0,450.0,35.0,8.0,40.7,2,1,0,1,18,0,0,1,0,1,1.0,1,1,0,0,0,1,collective_gas,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,580.0000000000002,546.8673,0.06,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/purpan-saint-martin-du-touch/153043883.htm,elyade gerance,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,CC,512.59,490.0,63.0,13.0,39.43,2,1,0,0,0,1,0,1,1,1,1.0,0,0,0,0,0,0,individual_gas,1,0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,540.0000000000002,519.5161,0.04,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/153270225.htm,None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,CC,432.22,633.0,74.0,14.0,33.25,1,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,individual,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,505.0000000000001,508.31058,-0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/154039375.htm,None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,CC,591.5,497.0,63.0,14.0,45.5,2,1,0,1,0,1,0,3,0,1,1.0,1,0,1,0,0,0,gas,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,547.0000000000007,574.75867,-0.05,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/154115051.htm,adl immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,CC,440.0,633.0,665.0,41.0,11.92,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,345.00000000000017,352.76178,-0.02,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154115069.htm,sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,559.5,563.735,49.0,11.0,64.75,3,1,0,1,29,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,654.000000000001,699.603,-0.07,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-bayonne-cartoucherie/154420495.htm,None,sector2,TOULOUSE RIVE GAUCHE,n2_4,Casselardit - Fontaine-Bayonne - Cartoucherie,CC,605.0,623.0,128.0,30.0,55.0,3,0,0,0,0,0,1,2,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,0,715.0000000000001,709.03094,0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154428041.htm,sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,559.5,563.735,50.0,9.0,43.5,2,0,0,1,23,1,0,1,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,525.0000000000001,532.38727,-0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154462475.htm,sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,559.5,563.735,40.0,9.0,44.0,2,1,0,1,0,0,0,1,0,1,1.0,0,1,1,0,0,1,gas,0,0,0,1.0,0,0,1,0,1,0,0,1,0,0,0,568.0,559.85986,0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/mirail-reynerie-bellefontaine/154602757.htm,immo de france midi-pyrenees,sector6,TOULOUSE OUEST,n6_3,Mirail- Université - Reynerie - Bellefontaine,CC,390.0,539.0,165.0,7.0,51.0,2,0,0,1,0,1,1,1,1,1,1.0,0,0,1,0,0,0,individual_electrical,0,0,0,3.0,0,0,1,0,0,0,0,1,0,0,0,580.0000000000002,637.7726,-0.09,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/154804421.htm,auditia transaction - agent commercial,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,CC,579.84,650.0,63.0,13.0,43.01,2,0,0,1,0,1,0,1,1,0,1.0,0,0,1,0,0,1,gas,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,553.0000000000001,546.26624,0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154810535.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,CC,839.02,573.0,245.0,57.0,64.54,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,1,645.0000000000006,695.77234,-0.07,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154810547.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,CC,703.3,558.0,139.0,19.0,54.1,3,0,0,1,0,0,0,2,1,0,1.0,1,1,1,0,0,1,central,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,665.9999999999986,665.3683,0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154810563.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,CC,500.0,650.0,191.0,44.0,66.74,4,0,0,1,0,0,0,3,1,1,1.0,1,1,0,0,0,1,individual_gas,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,719.9999999999995,724.2922,-0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647657.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,+CH,441.84,526.0,161.5,11.0,42.41,2,0,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,individual_gas,1,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,580.0000000000002,547.90594,0.06,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155682607.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,CC,819.0,720.0,304.0,15.0,63.0,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,individual_electrical,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,809.9999999999994,707.5682,0.14,Overvalued
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155736701.htm,capitole gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,540.0,600.0,62.0,12.0,60.35,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,660.0000000000003,685.5291,-0.04,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155806387.htm,None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,CC,597.24,711.0,138.0,4.0,71.0,3,1,0,1,0,0,1,2,1,0,1.0,1,5,0,0,0,1,individual_electrical,1,0,0,5.0,0,0,1,0,1,0,0,0,1,0,0,785.9999999999992,799.9768,-0.02,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155838051.htm,nestenn by solvimo,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,0.0,724.0,146.0,6.0,80.74,4,1,0,1,0,0,1,3,1,1,1.0,0,0,1,0,0,1,individual_electrical,2,0,0,3.0,0,0,1,1,1,0,0,0,1,0,1,870.0000000000001,867.64984,0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/155864533.htm,l'agence blue,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,CC,649.0,885.0,188.0,13.0,82.0,4,0,0,0,0,0,0,3,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,1.0,0,0,1,1,1,0,0,0,1,0,0,980.0000000000013,909.3468,0.08,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/147136937.htm,canavate immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,CC,440.0,633.0,188.0,28.0,45.0,2,1,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,1,collective_gas,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,1219.9999999999998,719.8589,0.69,Overvalued
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/147829395.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,CC,898.93,707.0,222.0,11.0,69.15,3,1,0,1,0,0,0,2,0,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,1,0,0,0,0,0,1,779.0000000000001,781.6163,-0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/153428863.htm,None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,CC,586.0,610.0,59.0,10.0,61.71,3,1,0,1,24,1,1,2,1,0,1.0,1,0,1,1,0,1,individual_gas,1,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,675.0000000000001,677.7868,-0.0,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/153428933.htm,sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,559.5,563.735,50.0,5.0,40.05,2,0,0,1,0,1,0,1,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,520.0,527.5802,-0.01,Fair-value
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/153446903.htm,saint-pierre immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,CC,670.0,610.0,114.0,4.0,56.0,3,1,0,1,27,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,680.0000000000003,683.4597,-0.01,Fair-value
